time,ax,ay,az,aT
4.3620,0.0340,-0.0320,-0.0374,0.060
4.3730,0.0371,-0.0106,-0.0409,0.056
4.3770,0.0579,0.0098,-0.0128,0.060
4.3890,0.0668,0.0351,0.0116,0.076
4.3960,0.0547,0.0421,0.0562,0.089
4.4020,0.0407,0.0384,0.0707,0.090
4.4120,0.0228,0.0334,0.0799,0.090
4.4370,0.0116,0.0419,0.0539,0.069
4.4380,0.0015,0.0401,0.0315,0.051
4.4400,-0.0011,0.0476,0.0157,0.050
4.4470,0.0021,0.0503,-0.0152,0.053
4.4520,-0.0005,0.0317,-0.0094,0.033
4.4760,-0.0014,0.0067,0.0184,0.020
4.4770,0.0047,-0.0030,0.0227,0.023
4.4780,0.0120,-0.0214,0.0036,0.025
4.4900,0.0143,-0.0271,0.0039,0.031
4.4970,0.0227,-0.0251,0.0142,0.037
4.5030,0.0339,-0.0187,0.0267,0.047
4.5130,0.0606,-0.0174,0.0337,0.072
4.5220,0.0693,-0.0092,0.0205,0.073
4.5270,0.0687,-0.0104,0.0023,0.070
4.5480,0.0791,-0.0291,-0.0088,0.085
4.5490,0.0767,-0.0380,-0.0180,0.088
